"","log prob"
"is a breath of fresh air",-7.56441135095967
"is a daily reminder of how",-7.56441135095967
"is a force to be reckoned",-7.56441135095967
"is a great way to have",-7.56441135095967
"is a means to an end",-7.05358572719368
"is a thing of the past",-7.56441135095967
"is about a lot more than",-7.56441135095967
"is all i have to say",-7.27672927850789
"is all i want to do",-7.56441135095967
"is anything i can do to",-7.56441135095967
"is as much a part of",-7.56441135095967
"is at the top of my",-7.56441135095967
"is going from failure to failure",-7.56441135095967
"is going to be a good",-7.05358572719368
"is going to be full of",-7.56441135095967
"is going to be one of",-6.58358209794794
"is going to be so much",-7.56441135095967
"is going to be the last",-7.56441135095967
"is how it should be done",-7.56441135095967
"is i just don't have the",-7.56441135095967
"is in the hands of a",-7.56441135095967
"is in the middle of a",-7.27672927850789
"is in the midst of a",-7.56441135095967
"is it just me or did",-7.27672927850789
"is it just me or do",-7.05358572719368
"is less than a week away",-7.56441135095967
"is looking for a way to",-7.56441135095967
"is no such thing as a",-6.71711349057246
"is not at all the same",-7.56441135095967
"is not going to be a",-7.56441135095967
"is nothing either good or bad",-7.56441135095967
"is one of the few places",-7.56441135095967
"is one of the most important",-7.27672927850789
"is one of the reasons i",-7.05358572719368
"is only a matter of time",-7.56441135095967
"is open to the public and",-7.56441135095967
"is shaping up to be a",-7.27672927850789
"is shaping up to be the",-7.56441135095967
"is someone who knows all about",-7.56441135095967
"is starting to get a little",-7.56441135095967
"is still a great place to",-7.56441135095967
"is that there is no such",-7.56441135095967
"is the best time of year",-7.56441135095967
"is the first i've heard of",-7.56441135095967
"is the first time i have",-7.56441135095967
"is the last thing i want",-7.56441135095967
"is the only one i can",-7.56441135095967
"is the part of me that",-7.27672927850789
"is the quiet voice at the",-7.56441135095967
"is the result of the past",-7.56441135095967
"is the sincerest form of flattery",-7.56441135095967
"is there anything you would like",-7.56441135095967
"is there such a thing as",-6.58358209794794
"is what you see in the",-7.56441135095967
"it's always a pleasure to get",-7.56441135095967
"it's been a long time since",-7.56441135095967
"it's been a while since i",-6.71711349057246
"it's been a while since i've",-7.56441135095967
"it's been so long since i've",-7.27672927850789
"it's going to be a big",-7.56441135095967
"it's going to be a fun",-7.27672927850789
"it's going to be a good",-6.71711349057246
"it's not a bad idea to",-7.56441135095967
"it's not a big deal but",-7.56441135095967
"it's not that i don't want",-7.56441135095967
"it's not the end of the",-7.56441135095967
"it's only a matter of time",-6.58358209794794
"it at the end of the",-7.56441135095967
"it can be used as a",-7.56441135095967
"it couldn't have been a more",-7.56441135095967
"it didn't look like it was",-7.27672927850789
"it didn't work out that way",-7.56441135095967
"it doesn't take a rocket scientist",-7.56441135095967
"it every once in a while",-7.56441135095967
"it has been a few days",-7.56441135095967
"it has been a long time",-7.56441135095967
"it has more to do with",-7.56441135095967
"it has something to do with",-7.56441135095967
"it have something to do with",-7.56441135095967
"it is about what you are",-7.56441135095967
"it is going to be a",-6.58358209794794
"it is hard to believe that",-7.05358572719368
"it is important to note that",-7.05358572719368
"it is important to remember that",-7.05358572719368
"it is never too late to",-7.56441135095967
"it is one of the best",-7.27672927850789
"it is one of the most",-7.27672927850789
"it is probably because of my",-7.56441135095967
"it is the only way to",-7.56441135095967
"it just me or did the",-7.56441135095967
"it off and take it to",-7.56441135095967
"it one day at a time",-7.27672927850789
"it puts me in a good",-7.56441135095967
"it take to get to the",-7.56441135095967
"it takes a lot less time",-7.56441135095967
"it to the other side of",-7.56441135095967
"it was a little bit of",-7.56441135095967
"it was a lot of fun",-6.87126417039972
"it was all i could do",-7.56441135095967
"it was going to be a",-7.05358572719368
"it was gone in less than",-7.56441135095967
"it was love at first sight",-7.56441135095967
"it was nice to have a",-7.56441135095967
"it was one of the most",-6.87126417039972
"it was only a matter of",-7.56441135095967
"it was raining cats and dogs",-7.56441135095967
"it was the right thing to",-7.56441135095967
"it will be interesting to see",-7.05358572719368
"it will take you to the",-7.56441135095967
"it would be great if you",-7.05358572719368
"it would be nice to know",-7.56441135095967
"it would mean so much to",-7.56441135095967
"itself sufficient for the day is",-7.56441135095967
"journal of the american medical association",-7.56441135095967
"just another brick in the wall",-7.56441135095967
"just for the heck of it",-7.27672927850789
"just had a conversation with a",-7.56441135095967
"just in time for valentine's day",-7.27672927850789
"just need to figure out which",-7.56441135095967
"just what i needed to read",-7.56441135095967
"knew i was going to have",-7.56441135095967
"knew it was going to be",-7.56441135095967
"know about you but i have",-7.56441135095967
"know for a fact that i",-7.56441135095967
"know if i can make it",-7.56441135095967
"know if there is anything i",-7.56441135095967
"know if you have any questions",-6.58358209794794
"know if you want to join",-7.56441135095967
"know one way or the other",-7.56441135095967
"know that they will continue to",-7.56441135095967
"know what i'm going to do",-7.27672927850789
"know what is going on with",-7.56441135095967
"know what it means to be",-7.56441135095967
"know what to do next so",-7.56441135095967
"know what to do with myself",-7.05358572719368
"know what you think about the",-7.56441135095967
"know whether to laugh or cry",-7.56441135095967
"knows a thing or two about",-7.56441135095967
"knows all about you and still",-7.56441135095967
"large skillet over medium heat heat",-7.56441135095967
"last night for the first time",-7.56441135095967
"last thing i want to be",-7.56441135095967
"last week that he plans to",-7.56441135095967
"learn a thing or two from",-7.56441135095967
"let me know and i will",-7.56441135095967
"let me know if there is",-7.56441135095967
"let me know if you'd like",-7.56441135095967
"let me know if you are",-7.05358572719368
"let me know if you have",-7.05358572719368
"let me know if you want",-6.26512836682941
"let me know so i can",-7.56441135095967
"let me know what you think",-5.52752942369863
"let me tell you what i",-7.56441135095967
"let the chips fall where they",-7.56441135095967
"let us know what you think",-6.02396631001252
"let you know how that goes",-7.56441135095967
"letting the bush era tax cuts",-7.56441135095967
"licks does it take to get",-7.56441135095967
"life's challenges are not supposed to",-7.56441135095967
"life's failures are people who did",-7.56441135095967
"life would be like if i",-7.56441135095967
"light at the end of the",-7.05358572719368
"like a good idea at the",-7.56441135095967
"like a lady think like a",-7.56441135095967
"like it's going to be a",-7.27672927850789
"like to thank you all for",-7.56441135095967
"like to think of them as",-7.56441135095967
"listen to what i have to",-7.56441135095967
"live on the other side of",-7.56441135095967
"look forward to seeing you in",-7.27672927850789
"look in the mirror and see",-7.56441135095967
"looking forward to another year of",-7.56441135095967
"looking forward to catching up with",-7.56441135095967
"looking forward to seeing you at",-7.27672927850789
"looks like it's going to be",-7.56441135095967
"looks like it is going to",-7.56441135095967
"lot of catching up to do",-7.56441135095967
"lucky i am to have such",-7.56441135095967
"make a difference in this world",-7.56441135095967
"make a lot of people uncomfortable",-7.56441135095967
"make it to the other side",-7.56441135095967
"make sure that we have the",-7.56441135095967
"make sure to check out the",-7.27672927850789
"make up for it on the",-7.56441135095967
"makes me feel like i'm going",-7.56441135095967
"makes me want to be a",-7.27672927850789
"many licks does it take to",-7.56441135095967
"many of life's failures are people",-7.56441135095967
"many thanks go out to all",-7.56441135095967
"marriage is between a man and",-7.56441135095967
"matter how hard you try to",-7.56441135095967
"may or may not be a",-7.56441135095967
"me and let me know if",-7.56441135095967
"me but i did get a",-7.56441135095967
"me in such a good mood",-7.56441135095967
"me know if there is anything",-7.56441135095967
"me know if you'd like to",-7.56441135095967
"me know if you have any",-7.27672927850789
"me know what you think about",-7.56441135095967
"me know what you think of",-7.05358572719368
"me look at me look at",-7.27672927850789
"me the serenity to accept the",-7.56441135095967
"me what you think of my",-7.56441135095967
"mean the world to me if",-7.05358572719368
"meaning of life the universe and",-7.56441135095967
"merry christmas and happy new year",-7.27672927850789
"minutes or until the center is",-7.56441135095967
"more commonly referred to as the",-7.56441135095967
"most if not all of the",-7.56441135095967
"most powerful men in the world",-7.56441135095967
"mother's day from all of us",-7.27672927850789
"mothers day to all of the",-7.56441135095967
"much to do and so little",-7.27672927850789
"must be accompanied by an adult",-7.56441135095967
"my favorite books of all time",-7.56441135095967
"my mom's side of the family",-7.27672927850789
"my my my my my my",-6.87126417039972
"national committee chair debbie wasserman schultz",-7.56441135095967
"need all the help we can",-7.56441135095967
"need to do a better job",-7.56441135095967
"need to get back in the",-7.56441135095967
"need to get out of my",-7.56441135095967
"need to get out of this",-7.56441135095967
"need to make a trip to",-7.56441135095967
"need to spend more time with",-7.56441135095967
"needs to be looked at is",-7.56441135095967
"needs to do a better job",-7.56441135095967
"never been a huge fan of",-7.27672927850789
"never never never never give up",-7.56441135095967
"never worked a day in her",-7.56441135095967
"new york state comptroller thomas dinapoli",-7.56441135095967
"no matter how hard you try",-7.56441135095967
"no no no no no no",-6.87126417039972
"no one can be mad at",-7.56441135095967
"nobody said it would be easy",-7.56441135095967
"not an easy thing to do",-7.56441135095967
"not at all the same as",-7.56441135095967
"not be anxious about tomorrow for",-7.56441135095967
"not even going to attempt to",-7.56441135095967
"not going to be able to",-6.71711349057246
"not supposed to paralyze you they're",-7.56441135095967
"not sure what it is about",-7.56441135095967
"not sure what to do about",-7.56441135095967
"not that i don't want to",-7.56441135095967
"not that there's anything wrong with",-7.56441135095967
"not the end of the world",-7.56441135095967
"not to be confused with the",-7.56441135095967
"nothing but the best for you",-7.56441135095967
"now all i can do is",-7.56441135095967
"now but at the same time",-7.56441135095967
"now i'm going back to bed",-7.56441135095967
"now if you'll excuse me i",-7.56441135095967
"now is the perfect time to",-7.56441135095967
"now that i think about it",-7.27672927850789
"now what am i supposed to",-7.56441135095967
"of appeals for the second circuit",-7.56441135095967
"of course we all know that",-7.56441135095967
"of life's failures are people who",-7.56441135095967
"of life the universe and everything",-7.56441135095967
"of my favorite things to do",-7.56441135095967
"of our lady of mount carmel",-7.56441135095967
"of the best films in the",-7.56441135095967
"of the best films of the",-7.56441135095967
"of the big reasons for the",-7.56441135095967
"of the first decade of the",-7.56441135095967
"of the first half of the",-7.56441135095967
"of the most powerful men in",-7.56441135095967
"of the news of the world",-7.56441135095967
"of the rest of my life",-7.05358572719368
"of the rest of the day",-7.56441135095967
"of the us fish and wildlife",-7.56441135095967
"of the world is the same",-7.56441135095967
"of the year so far with",-7.56441135095967
"of what you don't want to",-7.56441135095967
"off the face of the earth",-7.56441135095967
"old and in with the new",-7.56441135095967
"older i get the more i",-7.56441135095967
"on a baking sheet and bake",-7.27672927850789
"on a life of its own",-7.56441135095967
"on a wild pitch for the",-7.56441135095967
"on in my life right now",-7.27672927850789
"on less than 2 a day",-7.56441135095967
"on my to do list for",-7.56441135095967
"on my to read list for",-7.56441135095967
"on my way home from work",-7.56441135095967
"on the hottest day of the",-7.56441135095967
"on the left side of my",-7.56441135095967
"on the main page of the",-7.56441135095967
"on the other side of the",-5.77265188173161
"on the part of the city",-7.56441135095967
"on the phone and it was",-7.56441135095967
"on the right side of the",-7.56441135095967
"on the side of the road",-6.58358209794794
"on the way home from a",-7.56441135095967
"on to the next phase of",-7.56441135095967
"once a cheater always a cheater",-7.56441135095967
"once in a lifetime opportunity to",-7.56441135095967
"once upon a time there was",-7.27672927850789
"one of my all time favorite",-7.27672927850789
"one of my all time favorites",-7.05358572719368
"one of my favorite places to",-7.56441135095967
"one of my favorite things to",-7.56441135095967
"one of the best films of",-7.56441135095967
"one of the best pieces of",-7.27672927850789
"one of the best ways to",-7.05358572719368
"one of the big reasons for",-7.56441135095967
"one of the first to get",-7.56441135095967
"one of the most amazing things",-7.27672927850789
"one of those things you can",-7.56441135095967
"ones are going to be in",-7.56441135095967
"only a few more days to",-7.56441135095967
"only a matter of time before",-6.46579906229156
"only thing left to do is",-7.56441135095967
"only thing we have to fear",-7.56441135095967
"or as in the case of",-7.56441135095967
"or do you want to be",-7.56441135095967
"or until the center is set",-7.56441135095967
"out in the middle of the",-7.27672927850789
"out on the best part of",-7.56441135095967
"out with the old and in",-7.56441135095967
"over a longer period of time",-7.56441135095967
"over and over and over and",-6.71711349057246
"over the course of the year",-7.27672927850789
"own bags to the grocery store",-7.56441135095967
"paralyze you they're supposed to help",-7.56441135095967
"people i have come to know",-7.56441135095967
"picking up the phone and calling",-7.56441135095967
"place the pan over medium heat",-7.56441135095967
"please for the love of god",-7.27672927850789
"please let me know if i",-7.56441135095967
"please let me know if you",-6.71711349057246
"point me in the right direction",-7.56441135095967
"popping up all over the place",-7.56441135095967
"proof that god loves us and",-7.56441135095967
"put too much pressure on myself",-7.56441135095967
"puts me in a good mood",-7.05358572719368
"puts me in such a good",-7.56441135095967
"quiet voice at the end of",-7.56441135095967
"read the rest of the series",-7.56441135095967
"really going to have to get",-7.56441135095967
"really looking forward to it on",-7.56441135095967
"really that much of a difference",-7.56441135095967
"registration is now open for the",-7.56441135095967
"remember a time when i didn't",-7.56441135095967
"rock and roll hall of fame",-6.71711349057246
"sad to see him go but",-7.56441135095967
"same couples should be able to",-6.71711349057246
"same thing over and over again",-7.56441135095967
"saved the day for us and",-7.56441135095967
"school year is coming to an",-7.56441135095967
"see i'm not the only one",-7.56441135095967
"see what the buzz is all",-7.56441135095967
"see what you come up with",-7.56441135095967
"seemed like a good idea at",-7.56441135095967
"serenity to accept the things i",-7.56441135095967
"should be a lot of fun",-7.56441135095967
"should be able to get married",-6.71711349057246
"single in the bottom of the",-7.56441135095967
"so blessed to have her in",-7.56441135095967
"so glad you had a good",-7.56441135095967
"so i'm going to have to",-7.56441135095967
"so i can get everything done",-7.56441135095967
"so i guess it's too late",-7.56441135095967
"so i have a lot of",-7.56441135095967
"so if you are looking for",-7.56441135095967
"so it's not a big deal",-7.56441135095967
"so it's up to me to",-7.56441135095967
"so let me know if you",-7.56441135095967
"so much to do and so",-7.27672927850789
"so stay tuned and thank you",-7.56441135095967
"so that you can get the",-7.56441135095967
"so we can check it out",-7.56441135095967
"so you don't have to go",-7.56441135095967
"some of the best films in",-7.56441135095967
"somebody that i used to know",-6.58358209794794
"someone who knows all about you",-7.56441135095967
"song somebody that i used to",-7.56441135095967
"spend a lot of money on",-7.56441135095967
"spent a little too much time",-7.56441135095967
"spent the rest of the day",-7.56441135095967
"step out of my comfort zone",-7.56441135095967
"still feel the same about him",-7.56441135095967
"still have a long way to",-7.27672927850789
"success is going from failure to",-7.56441135095967
"sufficient for the day is its",-7.56441135095967
"sunday is a day of rest",-7.56441135095967
"supposed to help you discover who",-7.56441135095967
"supposed to paralyze you they're supposed",-7.56441135095967
"take it to the next level",-7.56441135095967
"take the time to get to",-7.27672927850789
"take time out of your day",-7.27672927850789
"take your game to the next",-7.56441135095967
"takes a lot less time to",-7.56441135095967
"taking it one day at a",-7.56441135095967
"tell me what you think of",-7.56441135095967
"tell you how much i love",-7.56441135095967
"terrible horrible no good very bad",-7.05358572719368
"than it was five years ago",-7.56441135095967
"thank you for all of the",-7.05358572719368
"thank you for sharing this with",-7.56441135095967
"thank you for stopping by and",-7.27672927850789
"thank you for your kind words",-7.27672927850789
"thank you so much for your",-6.26512836682941
"thank you so much to everyone",-7.27672927850789
"thank you thank you thank you",-6.71711349057246
"thank you to all of my",-7.56441135095967
"thank you to all that took",-7.56441135095967
"thank you to all those who",-7.27672927850789
"thank you to everyone for your",-7.56441135095967
"thanks for taking the time to",-7.27672927850789
"thanks to all of you who",-7.27672927850789
"that's all there is to it",-7.56441135095967
"that's all well and good but",-7.56441135095967
"that's what i was trying to",-7.56441135095967
"that came out to support the",-7.56441135095967
"that has nothing to do with",-7.56441135095967
"that has to do with the",-7.27672927850789
"that have to do with me",-7.56441135095967
"that i or anyone else would",-7.56441135095967
"that is the beauty of a",-7.56441135095967
"that is very nice of you",-7.56441135095967
"that made me laugh out loud",-7.56441135095967
"that one i will have to",-7.56441135095967
"that there's anything wrong with that",-7.56441135095967
"that there is no such thing",-7.27672927850789
"that they will continue to be",-7.56441135095967
"that was supposed to be a",-7.56441135095967
"that we should be able to",-7.56441135095967
"that we will be able to",-7.56441135095967
"that you would like to see",-7.27672927850789
"the 138th running of the kentucky",-7.56441135095967
"the 3rd season of one tree",-7.56441135095967
"the beginning of the school year",-7.56441135095967
"the best cook in the world",-7.56441135095967
"the best part is when you",-7.56441135095967
"the best talent in the world",-7.56441135095967
"the better part of a year",-7.56441135095967
"the change you wish to see",-7.27672927850789
"the devil is in the details",-7.05358572719368
"the end of the day i",-6.58358209794794
"the end of the day it's",-7.27672927850789
"the end of the day saying",-7.56441135095967
"the end of the day we",-7.27672927850789
"the end of the day you",-7.27672927850789
"the end of the month but",-7.56441135095967
"the end of the year i",-7.56441135095967
"the fact of the matter is",-7.56441135095967
"the first day of the rest",-7.56441135095967
"the first round of the playoffs",-7.56441135095967
"the first thing that came to",-7.27672927850789
"the first time in a long",-7.05358572719368
"the first time in a while",-7.56441135095967
"the first time in my life",-6.71711349057246
"the front page of the new",-7.56441135095967
"the girl with the dragon tattoo",-7.05358572719368
"the good the bad and the",-7.56441135095967
"the happiness project by gretchen rubin",-7.56441135095967
"the history of rock and roll",-7.56441135095967
"the last book i read was",-7.56441135095967
"the last thing i want to",-7.56441135095967
"the leadership conference of women religious",-7.56441135095967
"the list goes on and on",-7.05358572719368
"the love of my life i",-7.56441135095967
"the main page of the website",-7.56441135095967
"the march on washington in 1963",-7.56441135095967
"the middle of the night to",-7.05358572719368
"the most beautiful time of year",-7.56441135095967
"the most powerful men in the",-7.56441135095967
"the national federation of the blind",-7.56441135095967
"the national oceanic and atmospheric administration",-7.56441135095967
"the new york times reports that",-7.56441135095967
"the news of the world and",-7.56441135095967
"the next time you decide to",-7.56441135095967
"the old and in with the",-7.56441135095967
"the older i get the more",-7.27672927850789
"the only good thing about this",-7.56441135095967
"the only thing left to do",-7.56441135095967
"the only thing we have to",-7.56441135095967
"the opportunity to work with the",-7.56441135095967
"the other end of the spectrum",-7.56441135095967
"the other side of the highway",-7.56441135095967
"the other side of the pond",-7.56441135095967
"the other side of the room",-7.56441135095967
"the other side of the world",-7.05358572719368
"the pan over medium heat and",-7.56441135095967
"the people who were trying to",-7.56441135095967
"the quiet voice at the end",-7.56441135095967
"the rest of the day it",-7.56441135095967
"the rest of the world that",-7.56441135095967
"the right thing to do is",-7.56441135095967
"the road to is paved with",-7.56441135095967
"the rock and roll hall of",-7.27672927850789
"the same thing over and over",-7.05358572719368
"the serenity to accept the things",-7.56441135095967
"the story you are about to",-7.56441135095967
"the street we are thankful for",-7.56441135095967
"the terrible horrible no good very",-7.56441135095967
"the things we do for love",-7.56441135095967
"the time to get to know",-7.27672927850789
"the truth of the matter is",-7.56441135095967
"the truth will set you free",-7.05358572719368
"the us court of appeals for",-7.56441135095967
"the us fish and wildlife service",-7.27672927850789
"the valley of the shadow of",-7.56441135095967
"the way you live your life",-7.56441135095967
"the world is going to end",-7.56441135095967
"there's been a lot of talk",-7.56441135095967
"there's going to be a lot",-7.56441135095967
"there anything you would like to",-7.56441135095967
"there are a lot of people",-7.27672927850789
"there are still a lot of",-7.27672927850789
"there are two types of people",-7.56441135095967
"there have been a lot of",-7.05358572719368
"there is a huge difference between",-7.56441135095967
"there is anything i can do",-7.56441135095967
"there is no doubt that the",-7.56441135095967
"there is no end to the",-7.56441135095967
"there is no such thing as",-6.17811698983978
"there is nothing either good or",-7.56441135095967
"there is nothing in the world",-7.56441135095967
"there is nothing you can do",-7.56441135095967
"there is still hope for the",-7.56441135095967
"there may or may not be",-7.56441135095967
"there was anything he could do",-7.56441135095967
"there will be a lot of",-7.05358572719368
"therefore do not be anxious about",-7.56441135095967
"they're supposed to help you discover",-7.56441135095967
"they were to success when they",-7.56441135095967
"thing a father can do for",-7.56441135095967
"thing that came to my mind",-7.56441135095967
"thing we have to fear is",-7.56441135095967
"think i am the only one",-7.56441135095967
"think it's fair to say that",-6.87126417039972
"think it would be a good",-7.27672927850789
"think same couples should be able",-7.27672927850789
"think that i shall never see",-7.56441135095967
"think there was a bit of",-7.56441135095967
"this is a great way to",-7.56441135095967
"this is going to be a",-6.09807428216624
"this is going to be the",-7.27672927850789
"this is how it should be",-7.56441135095967
"this is just the beginning of",-7.27672927850789
"this is not to say that",-6.71711349057246
"this is the best time of",-7.56441135095967
"this is the first i've heard",-7.56441135095967
"this is the first time i",-7.27672927850789
"this is the last day of",-7.56441135095967
"this is the part of me",-7.27672927850789
"this is the part of the",-7.56441135095967
"this is what happens when you",-7.05358572719368
"this is where you want to",-7.56441135095967
"this time last year i was",-7.27672927850789
"thought i would let you know",-7.56441135095967
"thought it would be nice to",-7.27672927850789
"three quarters of the way through",-7.56441135095967
"time out of your day to",-7.27672927850789
"time to get out of their",-7.56441135095967
"time to head back to the",-7.56441135095967
"to accept the things i cannot",-7.56441135095967
"to all of the moms out",-7.56441135095967
"to announce the launch of the",-7.56441135095967
"to announce the winner of the",-7.56441135095967
"to attract a certain kind of",-7.56441135095967
"to be a part of a",-7.56441135095967
"to be a part of it",-7.27672927850789
"to be a part of the",-6.71711349057246
"to be a part of this",-7.05358572719368
"to be able to deal with",-7.56441135095967
"to be able to look back",-7.56441135095967
"to be looked at is the",-7.56441135095967
"to be on the safe side",-7.56441135095967
"to be one of the best",-7.56441135095967
"to be one of the most",-6.58358209794794
"to bed at a decent time",-7.56441135095967
"to believe that i am a",-7.56441135095967
"to change the things i can",-7.56441135095967
"to do a better job of",-7.05358572719368
"to do and so little time",-7.27672927850789
"to do exactly the same thing",-7.56441135095967
"to do it again and again",-7.56441135095967
"to do it all over again",-7.56441135095967
"to do whatever it takes to",-7.56441135095967
"to err on the side of",-7.56441135095967
"to figure out how to frame",-7.56441135095967
"to figure out how to get",-7.27672927850789
"to figure out how to make",-7.56441135095967
"to find a way to get",-7.05358572719368
"to get a closer look at",-7.56441135095967
"to get away from the city",-7.56441135095967
"to get back into the habit",-7.56441135095967
"to get back into the swing",-7.56441135095967
"to get my mind off of",-7.56441135095967
"to get on the road again",-7.56441135095967
"to get out of the house",-7.27672927850789
"to get out of the way",-7.56441135095967
"to get the best out of",-7.56441135095967
"to get up close and personal",-7.56441135095967
"to go to bed on a",-7.56441135095967
"to go to the gym tomorrow",-7.56441135095967
"to hang out with some friends",-7.56441135095967
"to have a sense of humor",-7.56441135095967
"to have to find a way",-7.56441135095967
"to hear from you what do",-7.56441135095967
"to help you discover who you",-7.56441135095967
"to keep the dream alive and",-7.56441135095967
"to know how much i love",-7.56441135095967
"to listen to what i have",-7.56441135095967
"to live in a world where",-7.27672927850789
"to live in the past and",-7.56441135095967
"to make a lot of people",-7.56441135095967
"to make the best out of",-7.56441135095967
"to me i have never been",-7.56441135095967
"to me i just want to",-7.56441135095967
"to move on to the next",-7.56441135095967
"to my mom on the phone",-7.56441135095967
"to paralyze you they're supposed to",-7.56441135095967
"to prevent a crust from forming",-7.56441135095967
"to read the rest of the",-7.56441135095967
"to say a huge thank you",-7.56441135095967
"to see if any of my",-7.56441135095967
"to see if i can find",-7.56441135095967
"to see if i could get",-7.27672927850789
"to see the world through the",-7.56441135095967
"to see what was going on",-7.56441135095967
"to see what you come up",-7.56441135095967
"to see you at the show",-7.56441135095967
"to spend more time in the",-7.56441135095967
"to spend the rest of your",-7.56441135095967
"to start off the new year",-7.56441135095967
"to stay just ahead of the",-7.56441135095967
"to step out of my comfort",-7.56441135095967
"to tell me how much i",-7.56441135095967
"to the back door of the",-7.56441135095967
"to the best of our ability",-7.56441135095967
"to the center of the universe",-7.56441135095967
"to the city that never sleeps",-7.56441135095967
"to the conclusion that we are",-7.56441135095967
"to the other side of the",-6.58358209794794
"to the rest of the world",-7.56441135095967
"to the top of the hill",-7.56441135095967
"to think of a way to",-7.27672927850789
"to those who believe in the",-7.56441135095967
"to watch a movie on netflix",-7.56441135095967
"to what i have to say",-7.56441135095967
"to where i need to be",-7.56441135095967
"to you but to me it",-7.56441135095967
"today is the first day of",-6.87126417039972
"today marks the last day of",-7.56441135095967
"tomorrow for tomorrow will be anxious",-7.56441135095967
"tomorrow will be anxious for itself",-7.56441135095967
"too much for me to handle",-7.05358572719368
"took a while for me to",-7.56441135095967
"true if we have the courage",-7.56441135095967
"trust me when i say that",-7.56441135095967
"trying to come up with something",-7.56441135095967
"trying to figure out how to",-6.09807428216624
"trying to find the words to",-7.56441135095967
"trying to keep up with the",-7.27672927850789
"trying to stay just ahead of",-7.56441135095967
"trying to think of a way",-7.56441135095967
"two wrongs don't make a right",-7.56441135095967
"unless i feel like i really",-7.56441135095967
"until the end of the year",-7.56441135095967
"up every once in a while",-7.56441135095967
"up for the rest of the",-7.56441135095967
"up in the middle of the",-6.02396631001252
"upon a time there was a",-7.27672927850789
"us at the end of the",-7.56441135095967
"us court of appeals for the",-7.56441135095967
"valley of the shadow of death",-7.56441135095967
"very much a work in progress",-7.56441135095967
"voice at the end of the",-7.56441135095967
"wait to share them with you",-7.56441135095967
"waited for an hour and a",-7.56441135095967
"waiting for me when i get",-7.56441135095967
"wake up in the middle of",-7.05358572719368
"want to be able to make",-7.56441135095967
"want to get out of my",-7.56441135095967
"want to go to bed but",-7.27672927850789
"want to live in a world",-7.27672927850789
"want to live in the city",-7.56441135095967
"want to make a difference in",-7.56441135095967
"want to see in the world",-7.27672927850789
"wanted to be part of the",-7.56441135095967
"wanted to take a look at",-7.56441135095967
"wants to be a part of",-7.56441135095967
"was a waste of time and",-7.27672927850789
"was all i could do to",-7.56441135095967
"was born into a family of",-7.56441135095967
"was brought to you by the",-7.56441135095967
"was only a matter of time",-7.56441135095967
"was supposed to be a special",-7.56441135095967
"was the last day of my",-7.56441135095967
"was the right thing to do",-7.27672927850789
"was too good to be true",-7.56441135095967
"way to start off the new",-7.56441135095967
"we'd love to hear from you",-7.27672927850789
"we are all in this together",-7.56441135095967
"we are going to have a",-7.05358572719368
"we are going to see the",-7.56441135095967
"we are hoping to get up",-7.56441135095967
"we are in the middle of",-7.05358572719368
"we are one of the few",-7.56441135095967
"we are so excited to be",-7.56441135095967
"we are so excited to share",-7.27672927850789
"we are so proud of you",-7.56441135095967
"we are very excited about our",-7.56441135095967
"we can't wait to see what",-7.05358572719368
"we can find a way to",-7.56441135095967
"we don't want to go back",-7.56441135095967
"we find out who we are",-7.56441135095967
"we get to see how crazy",-7.56441135095967
"we had a good time talking",-7.56441135095967
"we had a great time and",-7.27672927850789
"we had a lot of fun",-7.56441135095967
"we have the courage to pursue",-7.56441135095967
"we have to fear is fear",-7.56441135095967
"we hope you all enjoyed your",-7.56441135095967
"we hope you had a wonderful",-7.56441135095967
"we look forward to seeing you",-6.87126417039972
"we need all the help we",-7.56441135095967
"we need to talk about kevin",-7.05358572719368
"we want to hear from you",-7.56441135095967
"we want to make sure that",-7.56441135095967
"we would love to have you",-7.56441135095967
"we would love to see you",-7.05358572719368
"week which is a good thing",-7.56441135095967
"well behaved women seldom make history",-7.56441135095967
"were to success when they gave",-7.56441135095967
"what a great way to start",-7.05358572719368
"what a relief it is to",-7.56441135095967
"what all the fuss is about",-7.56441135095967
"what am i going to do",-7.56441135095967
"what am i supposed to do",-7.05358572719368
"what are some of your favorite",-7.27672927850789
"what are we going to do",-7.56441135095967
"what are you doing this weekend",-7.05358572719368
"what are you going to do",-7.27672927850789
"what are you looking forward to",-7.27672927850789
"what comes to mind when i",-7.56441135095967
"what did you do with it",-7.56441135095967
"what do i have to do",-7.27672927850789
"what do i need to do",-7.27672927850789
"what do you need help with",-7.56441135095967
"what do you think about the",-6.58358209794794
"what do you think is the",-7.27672927850789
"what do you want me to",-7.05358572719368
"what do you want to do",-7.56441135095967
"what does that have to do",-7.05358572719368
"what i have to do and",-7.56441135095967
"what i say is not what",-7.56441135095967
"what i want to do but",-7.56441135095967
"what i want to do when",-7.56441135095967
"what i want to know is",-7.27672927850789
"what i was trying to convey",-7.56441135095967
"what i was trying to say",-7.56441135095967
"what is being done to him",-7.56441135095967
"what is the world coming to",-7.56441135095967
"what is wrong with these people",-7.56441135095967
"what it is you want to",-7.56441135095967
"what it means to be human",-7.56441135095967
"what it takes to be the",-7.56441135095967
"what it was like to live",-7.56441135095967
"what it would be like to",-7.27672927850789
"what life would be like if",-7.27672927850789
"what the am i going to",-7.56441135095967
"what the buzz is all about",-7.56441135095967
